"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1031",4,1,5,3,1,2,2,2,3,2,1,2
"1032",3,4,2,5,2,5,5,1,5,3,1,4
"1033",4,2,5,3,5,2,2,1,4,5,1,4
"1034",5,2,5,3,5,2,3,1,4,1,1,4
"1035",4,3,5,3,5,5,3,1,5,1,4,3
"1036",1,5,2,5,1,5,4,1,4,5,5,3
"1037",1,5,2,5,1,5,4,3,5,5,5,5
"1038",1,2,5,1,2,3,3,1,4,5,2,1
"1039",3,5,3,4,1,5,4,5,5,5,1,2
"1040",4,2,5,3,4,5,1,1,5,3,5,4
"1041",3,3,5,5,2,2,4,2,4,3,3,5
"1042",4,3,3,5,2,5,4,5,5,3,1,4
"1043",5,2,5,5,5,5,4,1,5,1,1,4
"1044",4,3,2,3,4,5,3,2,2,3,1,3
"1045",4,2,3,4,5,3,4,1,5,1,4,4
"1046",2,5,3,5,1,5,2,5,5,5,3,3
"1047",4,2,3,4,2,5,3,1,5,3,1,5
"1048",2,4,5,5,5,3,4,2,4,5,2,4
"1049",4,4,3,5,1,5,4,3,5,3,1,4
"1050",2,2,5,3,1,5,4,2,5,3,1,1
"1051",2,3,5,5,1,2,4,5,5,3,1,2
"1052",4,3,1,3,2,5,1,1,3,3,1,4
"1053",3,5,1,5,2,5,5,3,4,2,1,4
"1054",1,5,5,5,1,5,4,5,5,5,4,5
"1055",1,2,5,3,1,5,2,2,2,5,1,4
"1056",1,5,5,4,1,5,2,5,3,5,5,1
"1057",1,5,5,5,1,5,4,5,5,5,3,1
"1058",2,3,5,3,1,5,3,4,4,5,1,1
"1059",3,2,2,4,1,5,4,1,5,3,1,3
"1060",4,1,5,3,5,4,1,2,5,2,1,4
"1061",4,4,5,3,2,5,3,1,4,5,1,3
"1062",4,4,2,3,5,5,2,1,1,3,1,4
"1063",4,3,1,3,2,5,1,1,5,3,1,5
"1064",2,3,5,4,5,3,4,2,5,3,1,3
"1065",4,3,2,3,2,2,3,1,4,1,3,3
"1066",3,1,5,1,4,5,2,1,5,3,1,3
"1067",5,4,3,5,5,5,3,5,5,3,1,4
"1068",5,2,1,1,2,3,3,1,3,1,1,2
"1069",5,3,1,4,5,5,3,2,5,2,3,4
"1070",4,2,1,3,1,3,4,1,4,1,1,3
"1071",4,2,5,3,5,2,1,1,1,3,1,4
"1072",2,3,5,4,5,2,5,5,5,2,1,4
"1073",4,2,3,3,5,3,3,1,4,1,1,5
"1074",4,4,5,3,2,2,3,5,5,5,1,3
"1075",4,1,5,1,2,2,1,1,4,3,1,4
"1076",5,2,4,3,5,2,4,1,2,1,1,4
"1077",4,5,3,4,4,4,2,1,4,5,1,3
"1078",4,4,5,4,5,1,4,3,4,3,1,4
"1079",2,5,2,5,2,5,4,1,5,3,5,4
"1080",2,3,5,3,1,2,4,5,1,3,1,2
"1081",4,3,3,3,1,5,1,1,2,3,3,3
"1082",2,2,2,3,1,5,3,1,2,3,1,1
"1083",1,3,5,4,1,2,4,1,4,5,5,3
"1084",5,4,1,4,5,5,4,1,5,1,1,4
"1085",2,2,3,4,1,5,3,4,4,3,1,3
"1086",5,1,5,3,1,1,1,1,5,3,1,2
"1087",4,2,5,4,5,2,4,1,5,1,5,5
"1088",3,5,5,3,2,5,4,1,4,3,1,3
"1089",2,3,5,4,1,5,3,5,5,5,1,3
"1090",2,2,5,4,1,2,3,5,5,5,5,3
"1091",2,1,5,1,2,2,3,1,2,2,2,2
"1092",3,3,1,4,1,5,1,1,4,3,5,5
"1093",2,2,3,3,1,5,4,5,4,3,1,1
"1094",3,2,2,3,1,5,3,4,4,3,1,3
"1095",2,4,5,4,2,3,3,2,3,3,5,4
"1096",1,5,1,4,1,5,4,2,4,5,2,1
"1097",4,5,1,5,1,5,3,1,2,3,4,4
"1098",2,5,5,5,2,5,3,5,5,5,1,4
"1099",3,3,5,4,1,2,4,2,5,3,1,3
"1100",2,3,5,4,2,2,4,1,4,5,3,5
"1101",1,2,5,1,1,2,2,2,2,5,1,1
"1102",5,3,5,3,5,1,3,1,4,3,3,3
"1103",3,5,5,5,2,5,3,5,3,5,1,4
"1104",4,5,2,5,4,5,4,3,5,1,5,4
"1105",3,1,5,3,2,2,4,1,4,2,1,3
"1106",3,4,1,3,2,5,4,1,2,1,1,3
"1107",1,3,5,4,1,5,4,4,5,3,1,1
"1108",4,2,5,3,1,2,3,3,4,3,1,3
"1109",2,2,5,3,2,4,1,5,5,5,5,1
"1110",2,4,3,4,1,5,1,1,4,5,5,4
"1111",4,5,5,5,5,5,1,1,5,5,5,5
"1112",3,2,5,4,5,2,3,5,1,3,1,5
"1113",4,1,5,5,2,2,3,5,5,3,1,5
"1114",2,2,5,5,1,5,4,5,5,3,1,3
"1115",2,4,5,4,5,1,4,1,4,3,5,3
"1116",3,1,5,1,3,1,4,5,1,3,1,2
"1117",3,2,5,4,1,4,3,5,2,3,1,5
"1118",4,4,5,4,1,4,5,2,5,1,1,3
"1119",4,5,2,4,2,5,4,1,5,1,1,4
"1120",4,3,5,3,5,2,1,1,2,3,5,4
"1121",5,3,5,4,4,3,2,1,5,3,1,3
"1122",3,2,2,5,1,1,4,1,4,3,5,4
"1123",5,4,2,4,5,4,3,1,5,1,2,4
"1124",5,1,1,3,4,5,4,1,5,1,1,4
"1125",2,2,5,4,1,5,2,5,5,5,1,3
"1126",5,1,2,4,5,1,1,1,5,1,5,5
"1127",2,4,5,3,1,5,4,5,4,5,1,1
"1128",3,4,5,5,1,4,4,1,5,5,5,3
"1129",5,1,5,4,5,2,1,1,5,3,1,5
"1130",5,4,5,5,5,5,4,4,5,1,1,5
"1131",4,4,5,4,5,2,4,1,4,3,3,4
"1132",2,5,3,5,5,5,4,5,4,3,5,5
"1133",2,5,2,5,1,5,4,5,5,3,2,4
"1134",5,4,5,5,4,4,2,1,5,3,5,4
"1135",4,4,5,5,1,2,3,1,5,3,3,3
"1136",4,4,1,5,2,5,4,3,5,1,3,5
"1137",4,5,1,5,2,5,4,1,5,2,5,4
"1138",2,2,5,3,5,2,1,5,1,5,1,3
"1139",2,3,5,4,2,3,3,5,5,5,1,1
"1140",2,4,5,5,1,3,5,5,5,5,1,2
"1141",5,2,2,1,5,5,2,1,2,1,1,1
"1142",2,3,2,4,1,5,3,1,4,3,5,3
"1143",5,1,1,3,5,2,3,1,4,1,1,3
"1144",3,2,5,4,2,2,4,3,4,3,1,4
"1145",4,2,5,4,1,1,4,5,5,3,1,1
"1146",4,2,1,3,2,5,2,1,2,1,2,3
"1147",4,5,5,5,5,4,4,1,5,3,5,4
"1148",4,2,1,4,1,5,1,1,5,3,1,4
"1149",1,5,5,5,1,5,4,1,5,5,5,3
"1150",3,2,5,3,5,2,2,3,1,3,1,3
"1151",2,2,5,5,1,2,4,2,5,5,5,4
"1152",3,4,5,4,2,2,4,3,5,3,2,1
"1153",4,4,5,4,5,5,3,2,5,3,3,3
"1154",5,2,3,3,5,5,1,1,5,3,1,4
"1155",2,4,5,5,1,4,4,1,5,3,5,3
"1156",1,2,5,3,1,5,3,1,5,5,5,2
"1157",4,1,3,3,1,2,3,1,4,2,1,3
"1158",4,1,3,3,2,5,1,1,5,2,2,4
"1159",4,2,5,1,2,2,2,1,2,3,1,1
"1160",1,2,5,3,2,2,2,5,4,5,2,2
"1161",2,2,5,4,1,5,3,1,5,5,1,3
"1162",2,2,5,5,1,2,2,3,5,5,5,4
"1163",2,4,5,4,2,3,2,1,4,3,5,5
"1164",5,3,3,5,5,5,1,1,5,2,5,5
"1165",4,2,5,1,4,3,2,1,3,3,1,3
"1166",4,2,2,3,4,5,3,1,5,2,2,3
"1167",5,2,1,4,5,3,3,1,5,1,1,5
"1168",2,4,5,4,5,2,3,5,4,5,5,3
"1169",4,2,3,3,2,5,1,1,5,1,1,3
"1170",4,5,3,3,2,5,2,1,2,3,1,2
"1171",2,4,2,5,1,4,4,1,4,3,4,4
"1172",4,1,5,3,2,1,5,5,4,1,1,1
"1173",1,2,5,3,1,2,3,1,2,5,5,1
"1174",4,2,3,3,2,2,4,1,4,3,1,4
"1175",4,5,3,5,2,5,5,1,5,3,2,4
"1176",5,3,1,5,3,5,4,1,5,1,1,5
"1177",1,4,5,4,2,2,1,5,5,5,5,2
"1178",4,2,5,4,4,2,3,2,5,3,4,4
"1179",2,3,5,5,2,2,5,2,5,1,1,3
"1180",3,2,5,3,5,2,3,5,4,5,1,3
"1181",1,5,5,4,1,5,3,5,5,5,5,2
"1182",4,1,5,3,1,3,3,5,4,1,1,3
"1183",4,4,5,3,5,3,4,3,3,3,1,1
"1184",4,2,1,3,2,4,3,1,1,3,1,3
"1185",5,2,3,3,5,4,4,1,5,1,1,3
"1186",2,3,2,4,2,5,4,3,4,2,1,4
"1187",3,4,5,5,1,5,5,5,5,3,3,5
"1188",2,2,3,4,2,4,4,1,4,2,1,4
"1189",1,2,5,3,1,5,3,5,5,5,1,1
"1190",5,4,3,5,5,5,4,2,5,1,1,5
"1191",3,1,5,3,2,1,2,1,4,5,1,3
"1192",1,5,5,3,1,5,4,5,1,5,5,1
"1193",1,5,5,3,1,5,2,1,1,5,5,1
"1194",2,5,5,5,1,5,4,3,4,5,1,3
"1195",1,4,5,5,1,5,4,5,5,3,5,3
"1196",1,3,2,3,1,5,4,2,4,3,1,3
"1197",1,3,5,4,1,2,4,1,4,2,5,1
"1198",4,3,3,5,4,2,4,2,5,3,4,4
"1199",2,5,1,5,2,5,4,2,5,1,5,3
"1200",4,2,2,3,5,5,1,1,2,3,1,5
"1201",5,2,1,3,1,5,2,1,5,1,1,3
"1202",2,4,2,3,1,5,4,1,2,3,1,3
"1203",2,3,3,3,2,5,4,4,3,3,1,4
"1204",2,4,5,3,2,2,1,1,1,5,5,1
"1205",1,2,5,1,1,5,4,1,4,5,1,1
"1206",2,1,5,3,5,2,1,4,1,4,1,4
"1207",3,4,5,4,2,5,3,5,5,5,1,3
"1208",2,4,5,3,2,2,4,1,4,3,5,1
"1209",4,4,5,5,5,5,2,2,5,3,5,5
"1210",4,3,5,3,2,5,1,5,5,3,2,1
"1211",2,4,5,4,1,5,3,5,5,5,5,1
"1212",4,2,1,3,1,5,3,1,2,1,1,4
"1213",5,1,5,4,5,1,2,1,5,3,4,4
"1214",5,3,1,5,2,5,4,1,5,1,1,5
"1215",3,2,5,4,1,4,2,1,4,3,1,4
"1216",4,2,5,1,5,1,3,1,1,3,1,2
"1217",5,1,5,3,2,2,2,1,5,3,1,4
"1218",4,3,5,5,5,2,4,5,5,3,5,4
"1219",5,4,2,4,2,5,2,1,5,1,4,4
"1220",2,3,3,4,1,5,1,1,5,3,5,4
"1221",4,4,5,4,2,5,2,5,5,5,1,4
"1222",4,4,5,3,4,2,3,3,4,4,1,3
"1223",2,2,5,3,2,2,3,3,2,3,1,1
"1224",2,5,5,5,2,2,3,5,5,5,5,1
"1225",3,3,5,3,4,2,1,1,2,5,5,3
"1226",4,4,5,3,5,2,2,4,1,5,1,3
"1227",1,4,5,3,1,2,5,5,1,5,1,1
"1228",2,4,5,3,5,1,4,1,1,3,5,2
"1229",4,1,5,3,4,1,1,1,2,3,2,3
"1230",5,4,1,5,4,5,4,1,5,1,1,4
"1231",4,2,5,4,5,3,4,5,5,1,1,3
"1232",4,5,2,5,1,3,5,3,5,1,5,4
"1233",3,3,5,4,1,3,3,4,5,5,1,1
"1234",5,2,2,4,4,5,3,4,5,3,1,5
"1235",5,1,2,3,5,4,3,1,5,1,1,4
"1236",5,4,1,4,5,5,1,1,5,2,5,4
"1237",4,2,5,5,1,2,4,2,5,1,1,4
"1238",5,2,5,3,5,2,2,1,5,1,1,5
"1239",4,1,5,3,1,2,3,1,2,3,1,3
"1240",5,2,5,4,5,2,1,1,5,3,4,5
"1241",4,1,1,5,1,5,4,1,5,1,1,5
"1242",4,3,5,5,5,5,3,5,5,3,1,5
"1243",4,5,1,5,2,5,4,1,5,3,5,4
"1244",4,2,5,3,5,2,1,1,1,2,5,4
"1245",2,1,5,3,5,2,1,1,4,3,1,3
"1246",4,2,5,1,5,2,1,1,1,3,1,3
"1247",3,2,2,4,2,2,4,1,2,1,5,4
"1248",1,2,2,4,1,4,4,1,2,3,2,1
"1249",4,2,5,1,2,2,3,1,4,1,2,1
"1250",2,4,5,4,2,4,3,2,5,3,5,2
"1251",1,2,5,3,1,1,5,1,1,5,1,1
"1252",4,4,5,4,2,4,2,4,5,3,1,3
"1253",4,1,5,3,5,2,1,1,5,3,4,5
"1254",4,1,5,3,1,2,3,5,4,1,1,3
"1255",3,4,5,4,1,5,3,2,5,3,3,3
"1256",1,4,5,5,1,2,4,5,5,5,5,3
"1257",2,5,3,5,1,5,4,4,5,3,1,2
"1258",3,4,2,4,5,2,3,1,1,3,5,5
"1259",2,4,5,4,1,3,3,2,4,5,1,1
"1260",4,5,5,4,5,5,3,4,5,3,1,5
"1261",5,3,1,4,5,5,1,1,5,3,5,5
"1262",4,1,2,4,2,5,1,1,4,2,2,5
"1263",2,4,5,3,1,5,3,2,4,3,1,3
"1264",4,1,5,3,5,1,1,1,5,3,1,3
"1265",3,4,3,3,5,5,3,1,2,3,1,3
"1266",4,4,1,4,2,5,1,1,3,3,4,5
"1267",2,2,2,4,1,5,2,1,5,3,2,3
"1268",2,4,5,5,1,1,5,5,4,5,1,1
"1269",2,2,5,1,5,2,1,2,1,5,4,3
"1270",2,2,5,1,2,1,1,1,1,5,2,3
"1271",1,4,5,4,2,3,3,5,4,5,3,1
"1272",4,5,3,5,1,3,4,3,5,3,5,3
"1273",3,3,5,1,2,2,4,1,1,1,1,1
"1274",4,1,1,3,1,5,2,1,5,1,1,3
"1275",3,4,3,4,1,5,3,1,5,3,5,3
"1276",1,5,5,5,1,5,4,5,5,5,2,3
"1277",4,4,3,3,5,2,4,1,4,2,1,3
"1278",4,2,5,3,2,2,4,3,4,3,1,1
"1279",5,4,5,5,5,5,3,4,5,1,4,5
"1280",1,5,5,5,1,2,3,1,4,5,5,3
"1281",2,2,3,3,1,4,3,5,1,3,1,1
"1282",3,4,2,4,1,5,4,2,5,3,1,4
"1283",4,2,5,3,5,2,2,1,4,3,1,3
"1284",2,1,5,4,1,2,4,2,5,1,3,1
"1285",4,2,2,4,1,2,4,4,4,1,1,1
"1286",3,4,2,4,1,4,4,1,4,3,1,3
"1287",2,1,5,3,2,2,1,2,4,5,1,3
"1288",5,4,5,5,2,1,3,2,5,3,3,4
"1289",2,4,5,4,2,5,4,2,4,3,1,3
"1290",3,1,5,3,5,1,3,3,2,5,2,3
"1291",5,2,5,3,2,2,3,1,5,3,1,1
"1292",4,2,5,4,1,5,4,1,5,2,1,3
"1293",4,3,5,3,5,2,2,2,1,5,1,4
"1294",4,4,1,5,1,5,4,2,5,2,1,5
"1295",5,1,5,5,2,2,1,1,5,3,2,5
"1296",5,2,1,4,3,5,3,1,5,1,1,4
"1297",4,3,5,4,5,2,2,1,4,5,2,5
"1298",2,3,5,5,1,5,1,1,5,5,5,4
"1299",5,4,1,3,5,5,1,1,4,1,1,3
"1300",4,2,2,3,2,2,1,1,1,2,1,4
"1301",3,1,5,5,1,2,4,3,5,5,1,4
"1302",5,3,1,4,5,5,3,1,3,1,1,5
"1303",4,4,5,5,2,5,3,2,5,3,5,4
"1304",3,4,5,4,2,5,3,5,4,3,2,3
"1305",4,2,5,4,5,5,1,3,5,3,1,4
"1306",4,1,3,3,1,3,4,1,4,3,1,2
"1307",1,3,3,3,1,5,3,2,4,5,1,3
"1308",4,1,5,3,5,1,2,1,4,3,1,4
"1309",5,3,2,1,2,5,1,1,5,3,4,1
"1310",1,4,5,3,1,4,3,5,2,5,2,1
"1311",4,4,1,3,1,5,1,1,4,2,3,4
"1312",4,2,2,4,4,5,1,1,5,3,4,5
"1313",3,4,5,4,2,5,2,5,5,5,5,1
"1314",3,2,5,4,1,3,3,2,5,3,4,3
"1315",4,2,5,4,5,2,1,1,5,3,3,4
"1316",3,3,5,3,4,3,3,5,4,3,1,3
"1317",2,3,5,4,2,2,3,5,5,5,5,3
"1318",2,2,5,3,2,2,1,5,2,5,1,2
"1319",4,1,5,1,5,2,1,1,5,5,1,1
"1320",2,2,5,3,2,2,1,3,4,5,5,1
"1321",4,2,5,4,5,1,3,5,1,3,1,4
"1322",2,4,3,5,1,5,4,1,5,3,5,4
"1323",3,2,4,4,1,5,4,1,5,2,2,3
"1324",3,4,1,4,2,3,4,3,1,3,1,5
"1325",5,1,1,4,5,5,4,1,5,1,3,5
"1326",3,4,5,3,1,5,2,5,4,3,1,2
"1327",2,4,3,3,1,5,1,1,1,5,1,3
"1328",2,2,5,3,1,1,3,5,2,5,1,1
"1329",4,2,3,4,1,5,4,1,5,1,1,3
"1330",4,4,5,4,4,4,1,1,4,4,5,3
"1331",2,4,3,4,1,5,4,2,5,2,2,3
"1332",3,2,5,4,1,5,3,4,5,3,1,3
"1333",4,4,3,5,1,2,4,2,4,3,1,4
"1334",3,3,5,4,5,2,4,3,4,3,1,4
"1335",2,3,5,1,5,4,3,1,1,3,1,3
"1336",4,1,5,4,2,5,3,2,5,1,1,3
"1337",2,3,5,4,2,1,4,4,4,3,4,1
"1338",2,3,5,3,1,4,3,5,2,5,1,1
"1339",4,1,5,1,5,2,1,1,1,5,1,2
"1340",5,4,2,3,5,4,3,1,4,1,1,3
"1341",2,4,3,4,1,5,3,5,5,3,1,2
"1342",2,5,5,4,4,5,4,5,5,5,1,1
"1343",2,2,5,3,5,2,4,2,4,5,1,4
"1344",3,5,1,4,1,5,4,2,5,1,1,4
"1345",2,2,5,4,1,2,4,1,2,5,1,4
"1346",2,3,5,5,1,3,3,5,4,5,1,3
"1347",2,5,1,5,1,5,5,5,5,2,5,3
"1348",5,1,5,1,5,1,1,1,1,2,1,3
"1349",2,5,5,5,1,5,3,5,5,5,5,4
"1350",4,3,1,5,2,5,4,5,5,2,1,4
"1351",4,3,2,5,5,3,3,1,5,1,5,5
"1352",2,3,5,4,1,5,3,1,5,3,5,3
"1353",5,5,1,5,4,5,3,1,5,1,5,3
"1354",4,3,5,4,2,5,1,5,5,3,1,3
"1355",1,2,5,4,1,2,5,1,4,5,4,3
"1356",3,3,5,4,2,2,3,1,5,5,4,3
"1357",2,2,5,4,2,2,3,1,4,3,5,4
"1358",2,3,5,4,2,2,3,5,4,3,1,3
"1359",5,2,5,5,4,2,4,3,5,1,1,5
"1360",3,2,5,3,1,5,2,1,4,5,1,3
"1361",1,3,5,1,1,5,4,3,2,5,1,1
"1362",1,5,5,3,1,4,4,5,1,3,1,1
"1363",4,4,1,5,1,5,2,1,5,2,2,4
"1364",4,3,2,4,2,2,3,1,4,3,5,5
"1365",4,1,1,3,2,5,3,1,5,3,1,3
"1366",5,1,5,3,5,1,1,1,2,2,1,5
"1367",3,4,5,4,5,1,5,1,4,3,5,4
"1368",5,2,2,3,4,5,1,1,5,1,1,4
"1369",5,4,1,3,5,4,2,1,1,3,1,4
"1370",4,3,5,4,5,3,4,3,4,1,1,4
"1371",4,4,5,3,5,2,1,1,4,5,5,3
"1372",2,2,5,4,2,3,3,2,5,5,4,3
"1373",1,1,5,3,1,2,3,3,1,3,1,3
"1374",2,2,2,5,1,5,4,4,5,5,1,4
"1375",2,4,5,4,1,5,1,1,5,5,5,3
"1376",2,3,5,4,1,3,4,1,5,3,3,3
"1377",2,4,4,4,1,4,4,1,5,3,5,3
"1378",4,2,1,4,1,5,4,1,5,3,2,4
"1379",1,3,5,1,1,5,3,5,2,5,1,1
"1380",5,2,1,4,2,5,4,1,5,1,1,5
"1381",3,2,1,4,1,5,1,1,5,3,1,4
"1382",4,2,5,3,2,2,3,1,4,3,2,2
"1383",4,1,5,3,5,1,3,5,2,3,1,4
"1384",4,3,5,3,5,2,3,3,1,3,1,3
"1385",4,2,5,3,3,1,4,4,4,3,1,3
"1386",2,5,1,5,1,5,2,1,5,3,5,4
"1387",5,2,5,1,5,3,1,1,4,3,1,3
"1388",5,4,5,5,5,3,3,1,5,3,2,5
"1389",2,5,5,4,5,2,4,5,2,5,4,1
"1390",5,1,5,3,5,2,1,1,2,3,3,5
"1391",2,5,1,4,2,5,4,1,4,3,5,4
"1392",4,3,1,3,5,4,4,1,2,1,1,3
"1393",3,2,2,1,5,5,4,1,4,1,1,3
"1394",4,3,5,3,5,1,2,1,4,3,5,4
"1395",4,2,5,3,5,4,1,1,5,3,2,3
"1396",5,3,3,5,2,2,2,1,5,2,5,3
"1397",2,5,1,4,1,5,5,1,4,3,1,3
"1398",5,1,5,3,5,1,3,2,4,3,1,3
"1399",4,4,1,5,2,5,5,5,3,1,1,4
"1400",3,4,5,4,5,2,3,3,4,5,3,3
"1401",2,2,2,3,2,4,2,1,1,3,1,4
"1402",3,2,3,4,1,5,3,5,5,3,1,3
"1403",1,3,5,5,2,2,3,2,5,5,5,4
"1404",4,2,5,3,5,2,2,1,4,3,1,4
"1405",4,4,1,3,1,5,3,1,4,3,1,3
"1406",4,5,3,5,5,5,1,1,5,5,5,5
"1407",4,3,3,5,2,5,5,5,5,2,1,4
"1408",5,5,1,5,2,4,4,1,5,1,1,3
"1409",5,2,5,3,3,1,4,1,4,1,1,3
"1410",2,1,5,1,4,1,1,5,1,5,1,1
"1411",2,3,5,1,2,1,1,1,1,5,5,1
"1412",3,4,3,4,2,4,5,3,5,1,3,1
"1413",4,2,5,3,5,2,3,2,4,3,1,4
"1414",2,2,5,1,1,4,3,1,4,3,1,2
"1415",3,3,5,4,5,3,4,5,4,3,1,4
"1416",4,3,5,4,2,5,1,1,5,5,4,3
"1417",2,3,5,4,1,4,4,1,5,5,2,3
"1418",2,2,5,3,5,5,3,5,2,3,1,3
"1419",4,1,2,1,1,5,1,1,1,5,1,3
"1420",4,2,5,3,2,5,3,4,4,3,1,3
"1421",5,4,5,5,5,2,4,1,5,2,4,4
"1422",5,2,1,3,1,5,1,1,5,1,1,5
"1423",4,2,1,3,1,5,1,1,2,2,1,3
"1424",2,4,5,5,1,2,5,5,5,3,1,3
"1425",4,2,5,5,1,3,4,3,5,1,2,4
"1426",4,2,5,3,5,4,2,2,4,4,1,4
"1427",2,2,5,3,1,2,3,5,5,5,5,1
"1428",2,4,2,3,5,5,3,1,2,3,1,4
"1429",2,5,5,5,5,2,4,3,5,5,5,4
"1430",4,4,5,4,5,4,1,5,4,5,5,4
"1431",4,2,5,1,5,2,1,1,4,5,1,3
"1432",4,2,4,3,5,1,4,3,1,1,1,4
"1433",2,2,5,3,1,2,2,1,4,5,2,3
"1434",4,4,5,5,5,4,4,1,5,1,5,5
"1435",4,2,2,4,5,5,4,1,4,1,1,5
"1436",1,2,5,3,2,2,3,1,1,5,3,3
"1437",5,1,5,3,2,2,1,1,5,3,1,4
"1438",5,5,1,4,5,5,4,2,5,1,1,3
"1439",4,4,2,4,4,5,3,1,4,3,1,5
"1440",4,2,5,5,1,2,4,1,5,3,1,5
"1441",1,2,1,5,1,5,4,1,5,3,5,4
"1442",4,3,5,3,5,1,4,2,5,3,1,3
"1443",3,3,5,4,2,5,4,3,5,3,1,4
"1444",2,4,5,3,2,2,3,3,1,4,1,3
"1445",4,2,2,3,2,4,2,1,4,2,1,4
"1446",3,4,5,5,1,5,4,2,5,3,2,4
"1447",4,4,5,5,5,2,3,1,5,3,5,5
"1448",3,4,3,4,1,4,4,1,5,3,2,3
"1449",2,4,5,5,2,2,4,5,4,5,1,3
"1450",4,2,2,3,2,2,1,1,1,5,5,5
"1451",4,3,1,5,1,5,3,1,5,1,1,4
"1452",4,2,2,1,3,5,1,1,1,2,1,3
"1453",4,1,2,3,1,4,1,1,1,2,1,4
"1454",3,2,5,3,2,3,3,1,5,3,1,3
"1455",5,4,1,4,2,5,3,1,5,1,1,3
"1456",2,4,5,5,1,5,4,5,5,3,1,3
"1457",4,3,3,5,1,5,4,3,5,1,1,3
"1458",4,2,1,3,2,4,1,1,1,3,1,5
"1459",4,1,5,3,4,1,3,1,1,3,1,3
"1460",4,3,5,5,2,5,4,4,5,1,2,4
"1461",4,4,5,3,5,5,3,5,4,2,1,3
"1462",1,4,5,3,2,5,3,2,4,5,1,1
"1463",4,4,5,3,5,2,4,1,4,1,4,3
"1464",4,3,1,4,1,5,3,1,4,1,1,4
"1465",5,1,5,1,2,3,1,1,4,1,1,1
"1466",1,5,5,5,1,5,3,5,5,5,5,4
"1467",4,4,5,5,4,3,3,5,5,1,5,3
"1468",3,2,5,3,5,2,2,1,2,3,1,3
"1469",4,2,5,3,5,5,2,5,4,3,1,4
"1470",3,5,5,4,2,5,4,1,5,2,5,3
"1471",1,3,5,4,1,5,4,5,4,5,1,3
"1472",1,2,5,1,1,5,3,3,1,5,1,1
"1473",2,4,3,4,2,2,3,1,3,3,5,3
"1474",4,2,5,5,2,2,1,2,5,1,2,4
"1475",2,2,5,4,1,2,4,1,2,3,1,4
"1476",3,5,5,4,5,5,1,4,5,5,3,3
"1477",3,5,1,5,1,5,3,5,5,3,4,5
"1478",2,4,5,4,1,5,4,3,5,1,1,3
"1479",2,4,5,4,1,2,4,5,5,5,3,1
"1480",2,2,5,3,5,1,1,1,1,5,5,4
"1481",4,2,5,4,2,2,4,5,4,4,1,3
"1482",4,3,5,4,2,3,1,1,4,5,2,4
"1483",1,4,5,3,1,2,4,5,2,5,3,1
"1484",2,4,5,5,1,5,1,2,5,5,5,2
"1485",4,2,5,5,2,2,4,1,5,3,2,5
"1486",4,2,2,1,1,5,1,1,4,3,1,1
"1487",4,3,5,3,2,2,4,3,4,3,1,3
"1488",4,4,2,4,2,5,3,3,5,3,1,4
"1489",4,4,5,3,5,5,1,1,4,1,1,3
"1490",4,2,5,5,2,1,4,5,5,5,1,4
"1491",3,2,5,3,5,2,3,5,4,2,1,3
"1492",5,2,5,4,2,2,2,1,5,1,5,3
"1493",4,2,5,3,5,1,3,1,1,3,1,4
"1494",4,3,5,4,5,5,1,1,5,5,1,5
"1495",2,5,5,5,2,5,3,3,5,3,5,4
"1496",5,2,5,4,5,1,1,1,5,5,5,5
"1497",2,2,5,4,2,1,4,1,3,5,5,2
"1498",4,4,1,5,1,5,4,1,5,3,5,5
"1499",5,3,2,3,4,4,3,3,4,1,1,4
"1500",5,4,1,4,1,5,4,1,5,1,1,4
"1501",4,2,1,4,1,5,2,1,4,1,1,5
"1502",4,3,5,3,2,3,3,2,5,3,4,1
"1503",5,3,1,5,1,5,3,1,5,1,1,4
"1504",2,5,3,5,2,5,4,5,4,3,5,3
"1505",5,3,1,4,2,3,4,1,5,1,1,4
"1506",4,4,5,4,2,3,4,1,5,3,1,3
"1507",3,5,2,5,1,5,4,3,5,3,5,5
"1508",2,3,5,3,1,5,1,1,1,5,1,4
"1509",3,4,2,5,1,5,2,2,5,3,5,4
"1510",4,3,5,5,2,3,3,5,4,3,1,4
"1511",4,3,5,3,2,2,3,1,5,3,1,2
"1512",2,5,2,4,1,5,3,5,5,4,1,3
"1513",4,1,5,1,2,1,4,1,2,2,1,1
"1514",5,2,1,4,1,2,4,1,4,1,1,4
"1515",3,2,5,1,1,2,1,1,1,5,1,1
"1516",4,4,5,4,5,5,1,1,5,3,4,5
"1517",5,4,2,3,5,5,1,1,5,2,1,4
"1518",4,4,5,5,1,4,4,1,5,3,1,4
"1519",2,4,2,3,5,3,1,1,1,3,5,3
"1520",4,1,2,3,1,5,3,1,5,3,1,4
"1521",4,3,2,5,1,3,4,3,5,1,1,5
"1522",4,2,5,4,1,2,2,1,5,3,3,4
"1523",1,4,5,3,2,4,4,5,5,5,5,1
"1524",5,4,1,3,5,5,3,1,5,1,2,4
"1525",4,1,5,4,5,1,4,1,4,1,1,4
"1526",2,5,5,5,1,5,3,5,5,5,5,3
"1527",1,4,5,5,1,5,4,5,5,5,1,4
"1528",5,2,5,3,5,2,1,1,4,2,1,5
